Card ID,Created By,Space Posted in,Date of Card Posting,Time of Card Posting,Card Type,Card Title,Card Description,Card Body,Total Reach,Number of Views,Number of Likes,Number of Shares(Inside App),Number of Shares(Outside App),Number of Comments,Number of Upvotes on Comments,Number of Saves,Number of Reports,Option A(Poll Cards Only),Option B(Poll Cards Only),Option C(Poll Cards Only),Mission Date,Mission  Time,Mission  Format,Mission Link,Mission Link Clicks,Length of Video (seconds),Watch Time for Video Cards
,,,,,,,,,,,,,,,,,,,,,,,,,,,
37123,Koustubh Kulkarni,,29-06-2022,12:26:31,image,IFCWUADHPZOHSEWNGCBCZRRFU,,"<h3>The word is out! And the explorers love it!🌟</h3><p>We close the application tomorrow 10 AM!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122505.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122514.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122527.max-1440x900.jpg""></p><p><br></p><p><a href=""https://forms.gle/32yDn4w3ctLaaNX68"">Be Super</a></p><p><br></p><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,0,0,0,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
37124,Koustubh Kulkarni,,29-06-2022,12:26:33,image,CTLWYVEQNXZVYFLAUEKALPRWI,,"<h3>The word is out! And the explorers love it!🌟</h3><p>We close the application tomorrow 10 AM!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122505.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122514.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122527.max-1440x900.jpg""></p><p><br></p><p><a href=""https://forms.gle/32yDn4w3ctLaaNX68"">Be Super</a></p><p><br></p><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,0,0,0,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
37125,Koustubh Kulkarni,Universe,29-06-2022,12:26:36,image,UWENEQXYURSAXCPXUTGHLZGPL,,"<h3>The word is out! And the explorers love it!🌟</h3><p>We close the application tomorrow 10 AM!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122505.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122514.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-06-29_122527.max-1440x900.jpg""></p><p><br></p><p><a href=""https://forms.gle/32yDn4w3ctLaaNX68"">Be Super</a></p><p><br></p><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,243,75,9,OUTSIDE SHARE COUNTER NOW ADDED,18,13,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
37334,Koustubh Kulkarni,,02-07-2022,13:09:22,image,QQYAGLFYQCBCPANIGGBBFEBUV,,"<p>Congratulations to all believers who have been shortlisted!🌻</p><p><br></p><h3>Here's what's happened till now:</h3><h3>Selection Emails 📮</h3><p><em>Selection Emails have been sent to all the shortlisted applicants on 1st July 2022.</em></p><h3>Official Group 🔖</h3><p><em>All Supers have been added to the official super team group with artists at Under 25 on the app today i.e on 2nd July 2022.</em></p><h3>Welcoming Ceremony ⭐</h3><p><em>Welcoming ceremony is scheduled on 2nd of July, 6 PM IST. The invites for the same have been shared on your google calendars. </em></p><p><br></p><h3>Fire up the comments section with one quote that you'd want everyone to read before the join today's call Supers❤</h3>",REACH NOW ADDED,0,0,0,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
37335,Koustubh Kulkarni,Universe,02-07-2022,13:09:25,image,NIMKKMIQYIDDAZIFRLOZKDGGY,,"<p>Congratulations to all believers who have been shortlisted!🌻</p><p><br></p><h3>Here's what's happened till now:</h3><h3>Selection Emails 📮</h3><p><em>Selection Emails have been sent to all the shortlisted applicants on 1st July 2022.</em></p><h3>Official Group 🔖</h3><p><em>All Supers have been added to the official super team group with artists at Under 25 on the app today i.e on 2nd July 2022.</em></p><h3>Welcoming Ceremony ⭐</h3><p><em>Welcoming ceremony is scheduled on 2nd of July, 6 PM IST. The invites for the same have been shared on your google calendars. </em></p><p><br></p><h3>Fire up the comments section with one quote that you'd want everyone to read before the join today's call Supers❤</h3>",REACH NOW ADDED,220,119,1,OUTSIDE SHARE COUNTER NOW ADDED,34,19,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
40628,Koustubh Kulkarni,,24-07-2022,17:40:25,video,UBXPWZZHAEIAWBFTBAVUAMEOB,,"<h3>The Birth of Mega Mission ☄</h3><p><br></p><p>If there was a time the Resident Creators felt the most challenged, it was the the Mega Mission. 21 days of doing something regularly becomes a habit, but what happens when you do it for 30 days? ⁉️</p><p><br></p><p>There were glimpses of new series, birth of new IPs by RCs, Gratitude cards, Daily Vlogs, self- portrait tricks, insights by video creators that it's difficult to post everyday, and so much more ⚡</p><p><br></p><p>During this time period, these were also a set of Dealers who posted Heist cards daily! And a card where Koustubh was kidnapped had brought the entire SCF community to trend #GiveKKBack where the RCs made their own edits as well as participated in the heist to save him! 📽️</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-07-24_173923.max-1440x900.jpg""></p><p><br></p><p>Not to miss out on Ammaar, the streak master who came to KK’s rescue. The RCs were looking forward to see him react to their cards, and give more insights. His presence had definitely made Mega Mission more interesting! 🏃🏽</p><p><br></p><p><em>#100KOnSCF</em></p><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,0,0,0,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,18,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
40869,Koustubh Kulkarni,Universe,27-07-2022,15:07:35,image,XHRLKNWXAEDVJXMFHEEZWYWHD,,<h3>New day and New art 🎐</h3><p><br></p><p>What's your definition of a setting? Let's bring in a new perspective </p>,REACH NOW ADDED,271,107,2,OUTSIDE SHARE COUNTER NOW ADDED,19,7,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
40966,Koustubh Kulkarni,Universe,28-07-2022,17:31:22,image,AQICITEMYAEWPFPBVQWWZPWLD,,<h3>Which student cohort is this for? </h3><p><br></p><p><br></p>,REACH NOW ADDED,227,77,2,OUTSIDE SHARE COUNTER NOW ADDED,40,25,2,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41381,Koustubh Kulkarni,Universe,04-08-2022,06:36:59,image,EVPCRSUZUDQTCCEBATNIAVWJO,,<h3>College tour | Pune | 5th - 9th August</h3><h3>It's my home coming! </h3><p>Wish me luck you all❤</p>,REACH NOW ADDED,105,53,2,OUTSIDE SHARE COUNTER NOW ADDED,25,4,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41398,Koustubh Kulkarni,Universe,04-08-2022,12:07:15,video,BOSZMIEROIYTLHDTUYEWKNFDD,,<h3>I finally hugged her after 300 days ❤</h3><p>Aai is happy &amp; that's all that matters in the end to me🥰</p><p><br></p><p><em>P.S. Dad wasn't home so he's next XD</em></p>,REACH NOW ADDED,54,31,1,OUTSIDE SHARE COUNTER NOW ADDED,34,4,0,0,,,,,,,,TO BE ADDED,35,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41429,Koustubh Kulkarni,Universe,04-08-2022,23:52:48,image,ACJHDCVDPVJJJTMAULZLSMBGZ,,"<p>Day 1 at Pune went into meeting the lovely team at WPU. Tomorrow we take the centre stage &amp; pull off the first of 5 town halls.</p><p><br></p><p>Nervous as it's my campus &amp; have butter files not just in my stomach but all over my body at this point🦋</p><p><br></p><p>My highlight was meeting some Sayu, Surbhi, Pragati &amp; Sahil as I knew them from SCF❤ #WeGoWayBack</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-04_234942.max-1440x900.jpg""></p><p><br></p><p>The image is a blur but vibes are there so adding it here. This is one of the biggest seminar halls in the newest building at WPU. </p><p><br></p><h3>Team's in action tomorrow:</h3><ol><li>Team Vibes at the box office</li><li>Team Visuals keeping an eye out for every smile!</li><li>Team technical making the sound &amp; visuals top notch </li><li>Team energy make all explorers feel safe seen &amp; celebrate inside the seminar hall.</li></ol><p><br></p><h3>Will drop more deets tomorrow! Okay good night now 😴</h3><p><br></p><p><br></p>",REACH NOW ADDED,82,52,3,OUTSIDE SHARE COUNTER NOW ADDED,22,0,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41487,Koustubh Kulkarni,Universe,06-08-2022,00:13:46,image,ZINZWVXUUUYQTLIQIMKURGBBL,,"<h3>Home team is home turf for a reason, I understood why today 🦋</h3><p><br></p><p>Thank you WPU! ❤</p>",REACH NOW ADDED,61,33,2,OUTSIDE SHARE COUNTER NOW ADDED,16,7,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41494,Koustubh Kulkarni,Universe,06-08-2022,10:35:25,video,AJEBBJXGWXAVPEQBYFVOVTNIH,,"<h3>We had our moment ❤</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-06_103348.max-1440x900.jpg""></p><p><br></p><p>1 down 4 more to go! </p>",REACH NOW ADDED,91,40,5,OUTSIDE SHARE COUNTER NOW ADDED,17,3,0,0,,,,,,,,TO BE ADDED,23,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41499,Koustubh Kulkarni,,06-08-2022,12:47:15,image,IGMOVNESZYULJHJDFAARUSXNF,,<h3>Resident Creators internet takeover coming up next!</h3>,REACH NOW ADDED,0,0,0,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41500,Koustubh Kulkarni,Universe,06-08-2022,12:47:22,image,CTRBLTTBXLATXJJNQYNVRTEXH,,<h3>Resident Creator's internet takeover coming up next!</h3>,REACH NOW ADDED,39,29,1,OUTSIDE SHARE COUNTER NOW ADDED,15,0,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
41938,Koustubh Kulkarni,Universe,11-08-2022,21:57:00,image,FNOUCMESHHXNWPANECLZNCXBR,,"<h3>Under 25 Townhall at Faps today🚀</h3><p>The cover picture is with literally with the principal, trust me no other place makes you feel as safe as a school 🥰</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-11_215345.max-1440x900.jpg""></p><p><br></p><h3>This town hall was with the full team! </h3><p>Happy first town hall to Medha, Janhavi &amp; Anna!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-11_215611.max-1440x900.jpg""></p><p><br></p><p><br></p>",REACH NOW ADDED,121,54,3,OUTSIDE SHARE COUNTER NOW ADDED,24,6,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
42066,Koustubh Kulkarni,Universe,13-08-2022,17:10:20,image,XOVVASFFIQEIQNMXWCFKPJUIW,,"<h3>31 hours to go! </h3><p><br></p><p>For the first time, we'll be streaming around the clock &amp; this has to be one of the most challenging virtual experiences.</p><p><br></p><h3>For the following reasoning:</h3><h3>1. Backed Mapping for thought leaders 🤳🏽</h3><p>Over 150+ Different Thought leaders will be joining from the different parts of the world &amp; we'll be putting them into the spotlight as per their slots.</p><p><br></p><h3>2. Multiple Sets at HQ 🎪</h3><p>For every IP we have a different vibe &amp; theme, aligning the cameras + making the same video streamed can be a tricky part.</p><p><br></p><h3>3. NO SLEEP 🌃</h3><p>The CF'22 team will be running on red bulls &amp; working through the night too!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-13_170940.max-1440x900.png""></p><p><br></p><p><br></p><h3>What's the fun if it was easy? We've made it this far, we'll make it❤</h3><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,82,51,3,OUTSIDE SHARE COUNTER NOW ADDED,16,5,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
42073,Koustubh Kulkarni,Universe,13-08-2022,17:48:06,image,QEBYQBCCJEXPJMMBMXDGOSWWF,,"<p>Here is a small recap of what's going down at the commencement Festival!</p><h3>What's the Commencement Festival? 🎪</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-13_174434.max-1440x900.png""></p><p><br></p><h3>IPs at the Commencement Festival 🎬</h3><p>In the 24 hour curation, you'll be seeing the following IPs taking their ultimate form!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-13_174144.max-1440x900.jpg""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-13_174151.max-1440x900.jpg""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-13_174158.max-1440x900.jpg""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-13_174205.max-1440x900.jpg""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-13_174210.max-1440x900.jpg""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-13_174217.max-1440x900.jpg""></p><p><br></p><h3>Which event are you looking forward to the most at CF'22? </h3><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,235,96,6,OUTSIDE SHARE COUNTER NOW ADDED,47,41,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
42088,Koustubh Kulkarni,,13-08-2022,19:38:02,video,GLVTMPJDKRHKLUTOMVDJRDTYY,,"<h3>Thought leaders are not ready for this. Don't leave anyone!</h3><p><br></p><p>In frame Students:</p><p><a href=""https://instagram.com/ayushjain_123?igshid=YmMyMTA2M2Y="">Ayush Jain</a></p><p><a href=""https://instagram.com/amulya_kenjana?igshid=YmMyMTA2M2Y="">Amulya Kenjana</a></p><p><br></p><p>Shot by: </p><p><a href=""https://instagram.com/deliberatelydeep?igshid=YmMyMTA2M2Y="">Deepthi</a> </p><p><br></p><p>🆘UNDER 25 RAID IN COMMENTS🆘</p><p><br></p><p><br></p>",REACH NOW ADDED,0,0,0,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,44,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
42115,Koustubh Kulkarni,Universe,13-08-2022,20:46:36,video,SDMSBNHCMLMXQDPKNLIMXOXTD,,"<h3>Thought leaders are not ready for this. Don't leave anyone! 🏴‍☠️</h3><p><br></p><p>Check out <a href=""https://instagram.com/under25dictionary?igshid=YmMyMTA2M2Y="">Under 25 Dictionary</a> now!</p><h3>In frame Students:</h3><p><a href=""https://instagram.com/ayushjain_123?igshid=YmMyMTA2M2Y="">Ayush Jain</a></p><p><a href=""https://instagram.com/amulya_kenjana?igshid=YmMyMTA2M2Y="">Amulya Kenjana</a></p><h3>Shot by: </h3><p><a href=""https://instagram.com/deliberatelydeep?igshid=YmMyMTA2M2Y="">Deepthi</a> </p><p><br></p><p>🆘UNDER 25 RAID IN COMMENTS🆘</p>",REACH NOW ADDED,209,102,9,OUTSIDE SHARE COUNTER NOW ADDED,40,6,0,0,,,,,,,,TO BE ADDED,44,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
43466,Koustubh Kulkarni,Universe,20-08-2022,13:22:50,image,YFEAAIIPPLHLKDFQFRGHFESVFQIFHUOBBFP,,"<h3>The calm before the storm 🌻</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-20_132113.max-1440x900.png""></p><p><br></p><p>P.S. if you can't find the email don't worry this was sent to all the new explorers, sharing the video with all of you for feel ❤</p><p><br></p><p><a href=""https://youtu.be/OaQqWEwN_dc"">Anto has something to say</a></p><p><br></p><p><br></p>",REACH NOW ADDED,99,35,2,OUTSIDE SHARE COUNTER NOW ADDED,16,15,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
43820,Koustubh Kulkarni,Universe,21-08-2022,00:15:35,video,GVHJXFSRRZNZCGGZPAWCVDBSSURJHRRMSOH,,<h3>It's a hard one tonight for Android users 😭</h3><p><br></p><p>Which one are you? Drop in the comments</p><p><br></p><p>🥰 iOS</p><p>🙂 Android </p>,REACH NOW ADDED,78,34,5,OUTSIDE SHARE COUNTER NOW ADDED,28,5,0,0,,,,,,,,TO BE ADDED,44,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
43970,Koustubh Kulkarni,Universe,21-08-2022,14:04:15,image,NIWHSHONXEMCLKVOEAZLMIKXGZBGGFVEIQZ,,"<h3>With Version 3 we introduce more decks! 🃏</h3><h3>What are decks?</h3><p>A collection of cards.</p><h3>How can we find these decks?</h3><p>While scrolling on the feed you will find a pop on your feed.</p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-21_140029.max-1440x900.png""></p><p><br></p><h3>How many decks are there? ⛅</h3><p>There can be an unlimited number of decks &amp; as we keep moving forward we'll be adding new decks ♟</p><p><br></p><h3>Publishers this is for you!</h3><ul><li>Decks have brought in an insane amount of firepower for a creator to become discoverable.</li><li>You can identify your niche + find more interest groups via decks.</li><li>Decks will help your cards to have more feedtime compared to regular cards.</li></ul><p><br></p><h3>Mention in the comments which decks do you want to see on the universe feed?</h3><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,96,52,3,OUTSIDE SHARE COUNTER NOW ADDED,19,15,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
43988,Koustubh Kulkarni,Universe,21-08-2022,14:21:19,image,KLROVSOZWWDKDDZPNNCMYKBBYQJRLHJJAPU,,<p>She keeps talking in Kannada &amp; I don't understand jack.</p><p><br></p><p>I told her that in Hindi &amp; she doesn't understand Hindi. </p><p><br></p><p>Khatam #BaselessConversions </p>,REACH NOW ADDED,54,50,4,OUTSIDE SHARE COUNTER NOW ADDED,22,5,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44017,Koustubh Kulkarni,,21-08-2022,14:47:22,image,IDZNYTLBUUNPZQCNXBLJTOZBDRRRYOTKYYI,,"<h3>Say ""connect!"" the comments! 🔗</h3><p><br></p><p>If you've already connected with that person just upvote their comment!🧪</p>",REACH NOW ADDED,0,0,0,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44019,Koustubh Kulkarni,Universe,21-08-2022,14:47:46,image,KVHBSTARIBTLSBIQNPFGEAXEKTFXYINKJBZ,,"<h3>Say ""connect!"" in the comments! 🔗</h3><p><br></p><p>If you've already connected with that explorer then just upvote their comment!🧪</p>",REACH NOW ADDED,201,120,3,OUTSIDE SHARE COUNTER NOW ADDED,74,266,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44141,Koustubh Kulkarni,Universe,21-08-2022,18:31:02,image,DITNGKFHNDXHKEKDWJSRTUESPIREHNEZJSV,,<h3>How many to 100?</h3><p>If you've already hit 100 drop the 💯 emoji!</p>,REACH NOW ADDED,169,97,3,OUTSIDE SHARE COUNTER NOW ADDED,35,10,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44344,Koustubh Kulkarni,Universe,22-08-2022,01:33:37,image,REPITTQIJEMSOOOHLTOFMDDJVEGDXUBOLQE,,<p>The link shall be in the comments section at 1:45 </p>,REACH NOW ADDED,431,157,8,OUTSIDE SHARE COUNTER NOW ADDED,329,80,2,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44427,Koustubh Kulkarni,Universe,22-08-2022,13:59:53,image,AYIIBJOBBSGNIHTYRDKTNXUVZKZEBZCVAIA,,"<h3>Thank you Under 25 Studios ❤</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-22_135925.max-1440x900.png""></p><p><br></p><p>Polaroids are a big thing at Under 25 &amp; if you have any of your friend's pictures sent them to them with a note, it just might make their day 🦋</p><p><br></p><p><em>To operating only out of love today ❤</em></p><p><br></p><p><br></p>",REACH NOW ADDED,146,117,4,OUTSIDE SHARE COUNTER NOW ADDED,40,5,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44467,Koustubh Kulkarni,Universe,22-08-2022,17:45:27,image,SWTGZLQKEKACGNTCVIMVCDRSTWUYYPOPXNR,,"<p>At Under 25 our full team meetings are called Exhibits &amp; today we discussed what makes a safe space!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-22_174458.max-1440x900.png""></p><p><br></p><h3>Drop in one word that according to you makes a safe space?🦋</h3>",REACH NOW ADDED,107,60,4,OUTSIDE SHARE COUNTER NOW ADDED,38,64,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44646,Koustubh Kulkarni,Universe,23-08-2022,15:48:55,image,FHHMDOWXVWTOVANDITLOTSADHZDMMFCQUWX,,"<h3>Every 25th of the month we celebrate the Under 25 day. This is a family day where all students &amp; artists come together! 🤗</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-23_154601.max-1440x900.png""></p><p><br></p><p>The themes of the Under 25 have since the last one have been a prototyped version of a world in a summit. Last month was Artpy!🕊</p><p><br></p><h3>What might be the theme for this month?</h3><p><br></p><p><br></p>",REACH NOW ADDED,153,82,7,OUTSIDE SHARE COUNTER NOW ADDED,51,19,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44668,Koustubh Kulkarni,Universe,23-08-2022,17:55:52,video,WFTNIVYIRACBVBLBYBNPKFWGDKUIZGRICNL,,<h3>Congratulations to the following explorers! You all have landed a spot a the front row session with Kartik Aaryan 💯</h3><p><br></p><h3>Short listed explorers! 👑</h3><ul><li>Omkar Kadam</li><li>Pushtii Parekh</li><li>Siddhesh Parab</li><li>Hriday Chauhan</li><li>Akshita Nayak</li><li>Sara Kulkarni</li><li>Fardin</li><li>Aditi Kataria</li><li>Hasnain Ansari</li><li>Sahil Kamlakar Sawant</li><li>Vishakha</li><li>Bhavik kapoor</li><li>shambhav</li><li>Harshita Patel</li><li>Atharva Rajendra Jadhav</li><li>manasvi patil</li><li>Ansh Jain</li><li>Aarya Bharti</li><li>Priyam Agarwal</li><li>Vaishnavi Sawant</li><li>Aishwarya Deshpande</li><li>Bhairavi Sawant</li><li>Atharva Rajendra Jadhav</li><li>Aryan</li><li>Rachit Agrawal</li><li>khushboo kataria </li></ul><p><br></p><h3>Next steps!</h3><ol><li>You will be added to a group on the app where the next steps shall be conveyed about the outing 🎒</li><li>You can get a plus 1 with you for the session! 🎟</li></ol><p><br></p><h3>Are you excited?! Emojis only in the comments 💯</h3><p><br></p><p><br></p><p><br></p><p><br></p>,REACH NOW ADDED,324,80,7,OUTSIDE SHARE COUNTER NOW ADDED,38,37,1,0,,,,,,,,TO BE ADDED,45,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44685,Koustubh Kulkarni,Universe,23-08-2022,19:31:47,video,RYSNDTLXFGCZWFCGMWHDSSXVJPMHZCSZCAT,,<p>🤌🏼🤌🏼🤌🏼</p>,REACH NOW ADDED,147,80,4,OUTSIDE SHARE COUNTER NOW ADDED,32,10,1,0,,,,,,,,TO BE ADDED,12,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
44872,Koustubh Kulkarni,Universe,24-08-2022,16:43:47,image,CDNPWRKQXGJVGSXERMTYMSIXCEVQHZLMHVA,,<h3>Artists at Under 25 are getting ready for the Under 25 day🏀</h3><p><br></p><p>Should we do an Under 25 lifestyle drop for explorers too? 🤔</p>,REACH NOW ADDED,185,95,5,OUTSIDE SHARE COUNTER NOW ADDED,79,65,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
45073,Koustubh Kulkarni,Universe,25-08-2022,14:21:45,image,TXJVWCDKQHLDZVMLRELDJWTUZFYGEOIMRYL,,"<h3>Views at HQ!</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-25_141945.max-1440x900.jpg""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-25_141955.max-1440x900.jpg""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-25_142049.max-1440x900.jpg""></p><p><br></p><p>Btw I'm also commentating today! </p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-25_142017.max-1440x900.jpg""></p><p><br></p><p>Today my parents are in town! They'll be visiting the HQ for the first time 😊</p><p><br></p><p><br></p>",REACH NOW ADDED,155,101,4,OUTSIDE SHARE COUNTER NOW ADDED,66,87,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
45136,Koustubh Kulkarni,Universe,25-08-2022,20:23:14,image,AYNQICSBVRBUWJFEKMILGKRICHNSWBAJIOX,,"<h3>The OG team has reunited!🚀</h3><p>As Space Warriors Kani &amp; I started out journey at Under 25 working with Apex!</p><p><br></p><p>Now we'll be playing together for Drumroll Ultimax 💥</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-25_201820.max-1440x900.png""></p><p><br></p><h3>LETSGOOO</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-25_202237.max-1440x900.png""></p><p><br></p><h3>Apex OP in the comments 🏏</h3><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,135,83,4,OUTSIDE SHARE COUNTER NOW ADDED,29,26,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
